instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
"Witzke,Serena S.",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,TBA,25,1,2,25,NA,1,3,8,10,FALSE,LAT101,Fall2018,First-Year Latin: Semester I,FALSE
"Parslow,Christopher",..T.R.. 01:20PM-02:40PM;,TBA,19,3,3,19,NA,2,3,4,4,FALSE,LAT201,Fall2018,Catullus and Cicero: Love and Life in Republican Rome,FALSE
"Witzke,Serena S.",..T.R.. 01:20PM-02:40PM;,TBA,15,3,3,15,NA,3,3,2,1,FALSE,LAT331,Fall2018,Vergil: AENEID 7-12,FALSE
"Witzke,Serena S.",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,TBA,37,2,3,37,NA,2,5,10,15,FALSE,LAT102,Spring2019,First-Year Latin: Semester II,FALSE
"Parslow,Christopher",.M.W.F. 09:50AM-10:40AM;,TBA,20,2,3,20,NA,2,3,5,5,FALSE,LAT104,Spring2019,Intensive Introductory Latin,FALSE
"Szegedy-Maszak,Andrew",..T.R.. 10:50AM-12:10PM;,TBA,16,2,3,16,NA,1,2,4,4,FALSE,LAT202,Spring2019,Ovid: METAMORPHOSES,FALSE
"Parslow,Christopher",..T.R.. 10:50AM-12:10PM;,TBA,14,3,3,14,NA,3,2,2,1,FALSE,LAT353,Spring2019,Demagogues and Tyrants in the Roman Historians,FALSE
"Basile,Joseph M.",.M.W.F. 12:00PM-12:50PM;,TBA,19,0,0,19,NA,2,6,6,5,FALSE,LANG190,Fall2018,American Sign Language I,FALSE
STAFF   STAFF,.M.W.F. 08:50AM-09:40AM;,TBA,19,0,0,19,NA,2,6,6,5,FALSE,LANG190,Fall2018,American Sign Language I,FALSE
"Basile,Joseph M.",.M.W.F. 12:00PM-12:50PM;,TBA,19,0,0,19,NA,2,6,6,5,FALSE,LANG191,Spring2019,Beginning American Sign Language II,FALSE
STAFF,.M.W.F. 08:50AM-09:40AM;,TBA,19,0,0,19,NA,2,6,6,5,FALSE,LANG191,Spring2019,Beginning American Sign Language II,FALSE
"Galloway,Kate",.M.W... 02:50PM-04:10PM;,TBA,50,2,8,50,NA,2,8,15,15,FALSE,MUSC102,Fall2018,World Music,FALSE
"Grant,Roger Mathew",..T.R.. 08:50AM-10:10AM;,TBA,60,0,0,60,NA,3,3,22,32,FALSE,MUSC103,Fall2018,Materials and Design,FALSE
"Alden,Jane",.M.W... 01:20PM-02:40PM;,TBA,26,4,4,26,NA,0,0,9,9,FALSE,MUSC106,Fall2018,A Thousand Years of Music History,FALSE
"Matthusen,Paula",..T.R.. 02:50PM-04:10PM;,TBA,40,5,5,40,NA,0,5,5,20,FALSE,MUSC109,Fall2018,Introduction to Experimental Music,FALSE
"Balasubrahmaniyan,B.    Nelson,David Paul",..T.R.. 10:20AM-11:40AM;,TBA,30,3,3,30,NA,3,3,3,15,FALSE,MUSC110,Fall2018,Introduction to South Indian Music,FALSE
"Bruce,Neely",.M.W... 01:20PM-02:40PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,Poetry and Song (FYS),FALSE
"Grant,Roger Mathew",..T.R.. 01:20PM-02:40PM;,TBA,19,5,5,19,NA,3,3,3,0,FALSE,MUSC208,Fall2018,Post-Tonal Music Theory,FALSE
"Hoggard,Jay Clinton",..T.R.. 10:20AM-11:40AM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC210,Fall2018,Theory of Jazz Improvisation,TRUE
STAFF,...W... 01:20PM-04:10PM;,TBA,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,THEA279,Fall2018,Music Theater Workshop,TRUE
"Alden,Jane",.M.W... 02:50PM-04:10PM;,TBA,20,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC241,Fall2018,Allegory and Devotion in Medieval and Renaissance Music,TRUE
"Potemkina,Nadya",..T.R.. 01:20PM-02:40PM;,TBA,15,3,3,15,NA,3,2,2,2,FALSE,MUSC246,Fall2018,The Symphony: Evolution of Genre,FALSE
"Charry,Eric    Dankwa,John Wesley",.M.W... 01:20PM-02:40PM;,TBA,40,5,5,40,NA,10,10,5,5,FALSE,MUSC265,Fall2018,African Presences I: Music in Africa,FALSE
"Bruce,Neely",.M.W... 10:50AM-12:10PM;,TBA,19,5,5,19,NA,0,0,5,4,FALSE,MUSC274,Fall2018,Hymnody in the United States Before the Civil War,TRUE
"Zheng,Su",..T.R.. 02:50PM-04:10PM;,TBA,30,3,5,30,NA,2,5,15,0,FALSE,MUSC291,Fall2018,The Gendering of Music in Cross-Cultural Perspective,TRUE
"Galloway,Kate",.M.W... 10:50AM-12:10PM;,TBA,15,7,8,15,NA,NA,NA,NA,NA,FALSE,MUSC300,Fall2018,Seminar for Music Majors,FALSE
"Ebrecht,Ronald",..T.R.. 10:20AM-11:40AM;,TBA,12,6,6,12,NA,NA,NA,NA,NA,FALSE,MUSC300,Fall2018,Seminar for Music Majors,FALSE
"Wiseman,Roy H.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Ribchinsky,Julie Ann",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Aklaff,Pheeroan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Standaart,Peter",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Hoyle,Robert J.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Lombardozzi,Tony",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Sesma,Megan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Van Cleve,Libby",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bozzi,Eugene",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Halsted,Carolyn Frances",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Braun,William R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Simmons,Fred",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Brown,Nancy",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Lazur,Allison",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Warshaw,Marvin D.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Elliot,Perry C.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Gale,Priscilla E.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Earhart,Robert",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Yueh,Chai-lun",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Duruoz,Cem",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Scott,Stanley A.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Edwards,Peter Craig",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bergeron,John R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Gates,Giacomo",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Suriyakham,Charlie",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Stockton,Sarah",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Fall2018,Private Music Lessons for Nonmusic Majors,FALSE
"Wiseman,Roy H.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Ribchinsky,Julie Ann",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Aklaff,Pheeroan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Standaart,Peter",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Hoyle,Robert J.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Lombardozzi,Tony",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Sesma,Megan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Van Cleve,Libby",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Bozzi,Eugene",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Halsted,Carolyn Frances",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Braun,William R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Simmons,Fred",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Brown,Nancy",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Lazur,Allison",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Warshaw,Marvin D.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Elliot,Perry C.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Gale,Priscilla E.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Earhart,Robert",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Yueh,Chai-lun",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Duruoz,Cem",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Scott,Stanley A.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Edwards,Peter Craig",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Bergeron,John R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Gates,Giacomo",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Suriyakham,Charlie",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Stockton,Sarah",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC406,Fall2018,Private Music Lessons for Declared Music Majors,FALSE
"Balasubrahmaniyan,B.",.M.W... 02:50PM-04:10PM;,TBA,10,1,2,10,1,0,0,2,4,FALSE,MUSC430,Fall2018,South Indian Voice--Beginning,FALSE
"Balasubrahmaniyan,B.",..T.R.. 02:50PM-04:10PM;,TBA,8,3,2,8,NA,2,1,0,0,FALSE,MUSC432,Fall2018,South Indian Voice--Advanced,FALSE
"Nelson,David Paul",TBA;,TBA,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC433,Fall2018,South Indian Music--Percussion,FALSE
"Potemkina,Nadya",..T.R.. 05:00PM-06:30PM;,TBA,56,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC436,Fall2018,Wesleyan Concert Choir,FALSE
"Potemkina,Nadya",.M..... 06:30PM-09:00PM;,TBA,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC439,Fall2018,Wesleyan University Orchestra,FALSE
"Ebrecht,Ronald",..T.R.. 01:20PM-02:40PM;,TBA,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC441,Fall2018,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
"Ebrecht,Ronald",..T.R.. 02:50PM-04:10PM;,TBA,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC441,Fall2018,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
STAFF,.....F. 12:10PM-02:10PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC442,Fall2018,Chamber Music Ensemble,FALSE
"LaRusso,Salvatore",..T.... 07:10PM-09:40PM;,TBA,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC443,Fall2018,Wesleyan Wind Ensemble (WesWinds),FALSE
"Dankwa,John Wesley",..T.R.. 02:50PM-04:10PM;,TBA,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC445,Fall2018,West African Music and Culture--Beginners,FALSE
"Dankwa,John Wesley",..T.R.. 06:40PM-08:10PM;,TBA,20,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC446,Fall2018,West African Music and Culture--Intermediate,FALSE
STAFF,.M..... 07:30PM-10:30PM;,TBA,100,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC448,Fall2018,Ebony Singers: Gospel Music,TRUE
STAFF,..T.R.. 08:50AM-10:10AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC450,Fall2018,Steelband,FALSE
"Sumarsam,Prof.    Harjito,I.",..T.R.. 10:20AM-11:40AM;,TBA,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC451,Fall2018,Javanese Gamelan--Beginners,FALSE
"Sumarsam,Prof.    Harjito,I.",.M..R.. 08:00PM-10:00PM;,TBA,19,4,4,19,NA,4,4,3,0,FALSE,MUSC452,Fall2018,Javanese Gamelan--Advanced,FALSE
STAFF,...W... 05:10PM-07:10PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC455,Fall2018,Jazz Ensemble,FALSE
"Hoggard,Jay Clinton",..T.R.. 01:20PM-02:40PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC457,Fall2018,Jazz Orchestra I,TRUE
"Sorey,Tyshawn",.M..... 01:20PM-04:10PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC459,Fall2018,Wesleyan Ensemble for 20th and 21st Century Classical and Contemporary Music Part 1,TRUE
"Kuivila,Ronald J.",..T.... 01:00PM-04:30PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CHUM347,Fall2018,Sound Systems: The How of Hearing,TRUE
"Zheng,Su",.M..... 08:50AM-11:40AM;,TBA,10,NA,NA,10,10,NA,NA,NA,NA,FALSE,MUSC506,Fall2018,Reading Ethnomusicology,FALSE
"Sorey,Tyshawn",.M..... 08:50AM-11:40AM;,TBA,10,0,0,10,10,0,NA,NA,NA,FALSE,MUSC508,Fall2018,Graduate Seminar in Composition,FALSE
"Charry,Eric",...W... 08:50AM-11:40AM;,TBA,15,NA,NA,15,15,NA,NA,NA,NA,FALSE,MUSC510,Fall2018,Graduate Proseminar in World Music Studies,FALSE
"Galloway,Kate",.....F. 08:50AM-11:40AM;,TBA,10,NA,NA,10,10,NA,NA,NA,NA,FALSE,MUSC515,Fall2018,Mapping Music as/in Motion: The Cartographies and Circulation of Aural Culture,FALSE
"Grant,Roger Mathew",....R.. 04:30PM-06:15PM;,TBA,25,NA,NA,25,25,NA,NA,NA,NA,FALSE,MUSC530,Fall2018,Department of Music Colloquium,FALSE
"Matthusen,Paula",.M.W... 01:20PM-02:40PM;,TBA,17,0,0,17,NA,1,1,7,8,FALSE,MUSC103,Spring2019,Materials and Design,FALSE
"Charry,Eric",.M.W.F. 01:20PM-02:10PM;,TBA,120,5,5,120,NA,20,20,35,35,FALSE,MUSC108,Spring2019,History of Rock and r&b,FALSE
"Galloway,Kate",..T.R.. 08:50AM-10:10AM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,Music and the Moving Image: From Music Video to Film to Digital Media (FYS),FALSE
STAFF,..T.R.. 08:50AM-10:10AM;,TBA,25,3,4,25,NA,1,1,8,8,FALSE,MUSC201,Spring2019,Tonal Harmony,FALSE
"Sorey,Tyshawn",.M.W... 10:50AM-12:10PM;,TBA,15,3,6,15,NA,3,3,NA,NA,FALSE,MUSC204,Spring2019,Undergraduate Seminar in Composition,FALSE
"Bruce,Neely",.M.W... 02:50PM-04:10PM;,TBA,14,4,4,14,NA,2,2,2,0,FALSE,MUSC206,Spring2019,18th-Century Counterpoint,FALSE
"Nelson,David Paul",.M.W... 02:50PM-04:10PM;,TBA,14,2,2,14,NA,2,2,2,4,FALSE,MUSC212,Spring2019,South Indian Music: Solkattu,FALSE
"Kuivila,Ronald J.",.M.W... 02:50PM-04:10PM;,TBA,15,0,5,15,NA,0,3,3,4,FALSE,MUSC220,Spring2019,"Composing, Performing, and Listening to Experimental Music",FALSE
"Kuivila,Ronald J.",..T.R.. 01:20PM-02:40PM;,TBA,16,8,8,16,NA,0,0,0,0,FALSE,MUSC223,Spring2019,"Music, Recording, and Sound Design",FALSE
"Bruce,Neely",..T.R.. 10:20AM-11:40AM;,TBA,25,9,9,25,NA,0,0,4,3,FALSE,MUSC243,Spring2019,Music of the 19th Century,FALSE
"Alden,Jane",...W... 07:10PM-10:00PM;,TBA,12,3,3,12,NA,3,3,NA,NA,FALSE,MUSC249,Spring2019,Calderwood Seminar in Public Writing: Music Journalism and Public Musicology,FALSE
"Hoggard,Jay Clinton",..T.R.. 10:20AM-11:40AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC269,Spring2019,Sacred and Secular African American Musics,TRUE
"Sumarsam,Prof.",.M.W... 10:50AM-12:10PM;,TBA,15,8,7,15,NA,NA,NA,NA,NA,FALSE,MUSC300,Spring2019,Seminar for Music Majors,FALSE
"Wiseman,Roy H.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Ribchinsky,Julie Ann",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Aklaff,Pheeroan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Standaart,Peter",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Hoyle,Robert J.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Lombardozzi,Tony",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Sesma,Megan",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Van Cleve,Libby",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Bozzi,Eugene",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Halsted,Carolyn Frances",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Braun,William R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Simmons,Fred",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Brown,Nancy",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Lazur,Allison",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Warshaw,Marvin D.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Elliot,Perry C.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Gale,Priscilla E.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Earhart,Robert",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Yueh,Chai-lun",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Duruoz,Cem",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Scott,Stanley A.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Edwards,Peter Craig",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Bergeron,John R.",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
"Gates,Giacomo",12:00AM-12:00AM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,MUSC405,Spring2019,Private Music Lessons for Nonmusic Majors,FALSE
