instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"McPhilimy,Chelsie",.....F. 08:30AM-10:00AM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC105,Fall2015,HA DANC,Credit/Unsatisfactory,None,(DANC),Dance Production Techniques,FALSE,"Areas to be covered in this course include lighting design and execution, stage management, costume and scene design, and set construction. Practical experience in the department's production season is an important part of the course."
"Levine,Abigail",..T.R.. 10:30AM-12:00PM;,CDS;,15,NA,NA,5,NA,NA,NA,NA,15,FALSE,01,DANC107,Fall2015,HA DANC,Graded,None,None,"Writing is Dancing, Dancing is Writing",FALSE,"We watch dance and then we write about it. Dance needs writing to be understood and to endure. Or maybe not. Maybe dance needs no help. Then, what do we write? Writing as dance, in dance, of, from, alongside... As readers, writers, and performers, we will explore established and experimental modes of writing and choreography and look for ways that each form can stretch and challenge the other."
"Lourie,Susan F.",.M.W... 08:20AM-09:50AM;,SDC;,36,0,0,3,NA,9,9,9,9,FALSE,01,DANC111,Fall2015,HA DANC,Graded,None,None,Introduction to Dance,FALSE,"This is an introduction to dance as an educational, technical, and creative discipline for students with no previous formal dance training. Classes will introduce the basic components of dance technique--stretching, strengthening, aligning the body, and developing coordination in the execution of rhythmic movement patterns. Through improvisation, composition, and performing, students will develop a solid framework applicable to all forms of dance."
"Bobbitt,Stacey",..T.R.. 08:30AM-10:00AM;,SDC;,36,0,0,1,NA,9,9,9,9,FALSE,02,DANC111,Fall2015,HA DANC,Graded,None,None,Introduction to Dance,FALSE,"This is an introduction to dance as an educational, technical, and creative discipline for students with no previous formal dance training. Classes will introduce the basic components of dance technique--stretching, strengthening, aligning the body, and developing coordination in the execution of rhythmic movement patterns. Through improvisation, composition, and performing, students will develop a solid framework applicable to all forms of dance."
"Beaman,Patricia L.",..T.R.. 04:30PM-06:00PM;,CDS;,30,5,5,10,NA,5,5,5,5,FALSE,01,DANC202,Fall2015,HA DANC,Graded,None,(DANC),Ballet I,FALSE,This is a basic elementary-level ballet class. Ballet terminology and stylistic concepts will be introduced with a strong emphasis on correct alignment. Selected readings required.
"Krishnan,Hari",.M.W... 02:40PM-04:10PM;,CDS;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC211,Fall2015,HA DANC,Graded,None,(DANC),Modern Dance I,FALSE,"This elementary modern dance class is above the introductory level with an emphasis on anatomically sound and efficient movement. Studio work, readings, and homework assignments focus on experiential anatomy and the development of strength, endurance, joint mobility, and technical skills necessary for working in dance technique, improvisation, and choreography."
"Davis,Joy",.M.W... 01:00PM-02:30PM; .....F. 12:30PM-02:30PM;,CDS;  SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC215,Fall2015,HA DANC,Student Option,None,(DANC),Modern Dance II,FALSE,"This intermediate modern dance class will focus on moving with technical precision, projection of energy, dynamic variation, and proper alignment. Emphasis will be placed on learning movement quickly and developing awareness of space, time, and energy."
"Stanton,Nicole Lynn",..T.R.. 10:30AM-12:30PM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC249,Fall2015,HA DANC,Graded,None,(DANC),Making Dances I: Solo Work,FALSE,"This is the first semester in the composition sequence and focuses on solo choreographic processes. In this course we will experiment with many ways of approaching dance making, from theoretical analysis, to practical experimentation and whimsical searches for inspiration. We'll aim to practice deep listening, sustained inquiry, and pushing our creative boundaries."
"Saaka,Iddrisu",.M.W... 06:30PM-08:00PM;,CDS;,30,4,4,2,NA,4,4,7,7,FALSE,01,DANC260,Fall2015,HA DANC,Graded,None,(AFST-MN)(DANC),West African Dance I,FALSE,"West African dance is a gateway to the cultures and ways of life of its people. It is the medium on which the very existence of the people is reinforced and celebrated. In this introductory course, students will learn the fundamental principles and aesthetics of West African dance through learning to embody basic movement vocabulary and selected traditional dances from Ghana. The physical embodiment of these cultures will be complemented with videos, lectures, readings, and discussions to give students an in-depth perspective on the people and cultures of Ghana. Students will also learn dances from other West Africa countries periodically."
"Saaka,Iddrisu",..T.R.. 06:30PM-08:00PM;,CDS;,30,4,4,3,NA,4,4,7,7,FALSE,02,DANC260,Fall2015,HA DANC,Graded,None,(AFST-MN)(DANC),West African Dance I,FALSE,"West African dance is a gateway to the cultures and ways of life of its people. It is the medium on which the very existence of the people is reinforced and celebrated. In this introductory course, students will learn the fundamental principles and aesthetics of West African dance through learning to embody basic movement vocabulary and selected traditional dances from Ghana. The physical embodiment of these cultures will be complemented with videos, lectures, readings, and discussions to give students an in-depth perspective on the people and cultures of Ghana. Students will also learn dances from other West Africa countries periodically."
"Krishnan,Hari",.M.W... 10:30AM-12:00PM;,CDS;,25,3,3,6,NA,5,5,5,4,FALSE,01,DANC261,Fall2015,HA DANC,Graded,None,(DANC),Bharata Natyam I: Introduction of South Indian Classical Dance,FALSE,"This course is designed to introduce students to the fundamental aesthetic, social, and technical principles underscoring the culture of Bharata Natyam dance in its both indigenous and modern contexts. The course introduces students to Bharata Natyam largely through classroom practice (in the form of rhythmic and interpretive exercises), supplemented by brief lectures outlining the sociohistorical and cultural contexts of the form. Class lectures will also include video presentations. Occasionally, the class could include a guest lecture given by either a visiting scholar, dancer, or choreographer respected in the field of South Asian dance internationally."
"Beaman,Patricia L.",..T.R.. 02:40PM-04:10PM;,CDS;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC302,Fall2015,HA DANC,Graded,None,(DANC),Ballet II,FALSE,This is an intermediate-level course. Strong emphasis on correct alignment and the development of dynamics and stylistic qualities will be prominent while students learn combinations.
"Lynch,Kellie Ann",.M.W... 01:00PM-02:30PM; .....F. 12:30PM-02:30PM;,SDC;  SDC;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC309,Fall2015,HA DANC,Student Option,DANC215,(DANC),Modern Dance III,FALSE,"This advanced-level class draws on multiple approaches to dance technique and the moving body. Some of these include modern dance techniques, contemporary/release techniques, contact and other improvisational forms, as well as somatic practices. Modern III focuses on the exploration of complex dance movement sequences, cultivating a specific and personal engagement with movement material, along with heightened attention to the subtleties of phrasing, initiation, and musicality. The course's primary aim is each individual's continued development as a strong, well-rounded, creative, and thoughtful dancer."
"Saaka,Iddrisu",.M.W... 04:30PM-06:00PM;,CDS;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC360,Fall2015,HA DANC,Graded,None,(DANC),West African Dance II,FALSE,"This intermediate-level course is intended for students who have had some previous training in West African dance. In this course students will learn more complex and physically challenging dances drawn from several cultures in Ghana. In addition, students will be presented with a rich pallet of general West African movement vocabulary and will continue to engage in the discussion of the cultural context in which the dances occur, through reading, writing, video, and lecture."
"Lourie,Susan F.",...W... 04:30PM-06:30PM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC371,Fall2015,HA DANC,Graded,None,(DANC),Choreography Workshop,FALSE,"This class will focus on the process of making a dance. Skills in organizing and leading rehearsals, creative decision making, and movement observation will be developed within the context of individual students honing their approach and style as choreographers. Practical and theoretical issues raised by the works in progress will frame in-class discussions, and all necessary technical aspects of producing the dances will be addressed."
"Stanton,Nicole Lynn",.....F. 02:40PM-05:30PM;,CDS;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC378A,Fall2015,HA DANC,Graded,None,(DANC),Repertory and Performance: Storied Places,FALSE,"Grounded in the experiences of the multiple African American migrations of the late-19th and early-20th centuries, this course will explore the ideas of migration, displacement, home, and place writ large. As a community, we will collaboratively develop a performance that will utilize movement, text and objects as research tools and creative processes as our methodology to engage these themes. Our process in creating this work will include improvisation, development of set materials, readings, discussion, and writing. Students will have the opportunity to work along side professional dancers as well as Wesleyan faculty and their peers in preparation for an interdisciplinary performance in the spring."
"Lourie,Susan F.",.....F. 08:20AM-09:20AM;,CDS;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC398,Fall2015,HA DANC,Credit/Unsatisfactory,None,None,Senior Colloquium in Dance Research,FALSE,"This course focuses on workshopping senior capstone research projects/theses, critically analyzing and situating their work within the larger fields of dance and dance research. In addition to sharing senior capstone research in progress, this course incorporates opportunities to interact and study with successful dance artists/scholars, including but not limited to, CFA visiting artists and current faculty, and to thereby encounter the most current shifts happening in the field of dance and dance research. Issues concerning dance/research that will be addressed include the following: relevance, validity, rigor, diversity and globalization, interdisciplinarity, citizenship and social justice as they pertain to dance and dance research, and to the senior capstone projects/theses specifically. This is an opportunity for our students to delve deeper into their own research while expanding their focus to better understand and frame their work in a larger context."
"Stanton,Nicole Lynn",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC435,Fall2015,HA DANC,Credit/Unsatisfactory,None,(DANC),Advanced Dance Practice A,FALSE,Participation as a dancer in faculty- or student-choreographed dance concerts. Course entails 30 hours of rehearsal and performance time.
"Stanton,Nicole Lynn",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC445,Fall2015,HA DANC,Credit/Unsatisfactory,None,(DANC),Advanced Dance Practice B,FALSE,Identical with DANC435.  Entails 60 hours of rehearsal and performance time.
"Brown,Dante Rasheed",.M.W... 02:40PM-04:10PM;,SDC;,36,0,0,0,NA,9,9,9,9,FALSE,01,DANC111,Spring2016,HA DANC,Graded,None,None,Introduction to Dance,FALSE,"This is an introduction to dance as an educational, technical, and creative discipline for students with no previous formal dance training. Classes will introduce the basic components of dance technique--stretching, strengthening, aligning the body, and developing coordination in the execution of rhythmic movement patterns. Through improvisation, composition, and performing, students will develop a solid framework applicable to all forms of dance."
"Beaman,Patricia L.",..T.R.. 02:40PM-04:10PM;,CDS;,30,5,5,7,NA,5,5,5,5,FALSE,01,DANC202,Spring2016,HA DANC,Graded,None,(DANC),Ballet I,FALSE,This is a basic elementary-level ballet class. Ballet terminology and stylistic concepts will be introduced with a strong emphasis on correct alignment. Selected readings required.
"Lourie,Susan F.",.M.W... 08:15AM-09:45AM;,SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC211,Spring2016,HA DANC,Graded,None,(DANC),Modern Dance I,FALSE,"This elementary modern dance class is above the introductory level with an emphasis on anatomically sound and efficient movement. Studio work, readings, and homework assignments focus on experiential anatomy and the development of strength, endurance, joint mobility, and technical skills necessary for working in dance technique, improvisation, and choreography."
"Evans,Clyde",.....F. 02:45PM-05:15PM;,SDC;,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC213,Spring2016,HA DANC,Graded,None,(AFAM)(DANC),Jazz: Hip-Hop,TRUE,"In the mid-20s, Earl Tucker (Snake Hips) was a performer at the Cotton Club during the days of Duke Ellington. His style of dance is definitely related to that of waving that you see young hip-hop dancers still doing today, as hip-hop dance refers to dance styles, mainly street-dance styles, primarily danced to hip-hop music, or that evolved as a part of the hip-hop culture. It can include a wide range of styles such as breaking, popping, locking, krumping, and even house dance. It can also include the many styles simply labeled as hip-hop or old school (hype or freestyle). This dance style, primarily associated with hip-hop as breaking, appeared in New York City during the early 1970s and became a cornerstone of hip-hop as a culture. Funk styles, such as popping and locking, evolved separately in California in the 1960-70s but were also integrated into hip-hop when the culture reached the West Coast of the United States. This course will be a technique-based course in the learning and participation of the various styles that make up hip-hop dance today."
"Petty,Lauren Elaine",.MTWRF. 09:00AM-11:50AM;,AWKS112;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC231,Spring2016,HA MUSC,Graded,None,(MUSC),Performing Arts Videography,TRUE,"This course provides an introduction to shooting and editing video and sound with a particular focus on the documentation of dance, music, and theater performance. Additional consideration will be given to the integration of videographic elements into such performances. Students will work in teams to document on-campus performances occurring concurrently. Related issues in ethnographic and documentary film will be explored through viewing and discussion of works such as Wim Wenders's Pina, Elliot Caplan's Cage/Cunningham, John Cohen's The High Lonesome Sound, and Peter Greenaway's Four American Composers."
"Brown,Dante Rasheed",..T.R.. 10:30AM-11:50AM;,SDC;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC250,Spring2016,HA DANC,Graded,None,(DANC),Dance Composition,FALSE,"This course in creating and performing choreography emphasizes the diversity of techniques, methods, and aesthetic approaches available to the choreographer. Assignments will revolve around inventing, organizing, and evaluating movement styles and on solving composition tasks that are drawn from various art mediums."
"Saaka,Iddrisu",.M.W... 04:30PM-06:00PM;,CDS;,30,4,4,-1,NA,4,4,7,7,FALSE,01,DANC260,Spring2016,HA DANC,Graded,None,(AFST-MN)(DANC),West African Dance I,FALSE,"West African dance is a gateway to the cultures and ways of life of its people. It is the medium on which the very existence of the people is reinforced and celebrated. In this introductory course, students will learn the fundamental principles and aesthetics of West African dance through learning to embody basic movement vocabulary and selected traditional dances from Ghana. The physical embodiment of these cultures will be complemented with videos, lectures, readings, and discussions to give students an in-depth perspective on the people and cultures of Ghana. Students will also learn dances from other West Africa countries periodically."
"Cantino,Shaina",.M.W... 01:00PM-02:30PM; .....F. 12:30PM-02:30PM;,SDC;  SDC;,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC300,Spring2016,HA DANC,Student Option,DANC215,None,Intermediate Modern Technique,FALSE,"Drawing on multiple approaches to dance techniques and the moving body, this course will build on the capacities developed in Modern Technique II. Students will be encouraged to cultivate greater awareness of space, time and energy, as well as a wider range of dynamic variation and more sophisticated understanding of kinetic alignment."
"Lourie,Susan F.",.M.W... 10:00AM-12:00PM;,SDC;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC301,Spring2016,HA DANC,Graded,None,(DANC),Anatomy and Kinesiology,FALSE,"This course will cover structure and function of skeletal and muscular systems, basic mechanics of efficient movement, concepts essential for re-patterning and realigning the body, common dance and sports injuries, and information regarding injury prevention and approaches to treatment."
"Beaman,Patricia L.",..T.R.. 04:30PM-06:00PM;,CDS;,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC302,Spring2016,HA DANC,Graded,None,(DANC),Ballet II,FALSE,This is an intermediate-level course. Strong emphasis on correct alignment and the development of dynamics and stylistic qualities will be prominent while students learn combinations.
"Saaka,Iddrisu",.M.W... 06:30PM-08:00PM;,CDS;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC365,Spring2016,HA DANC,Graded,None,(DANC),West African Dance III,FALSE,"Building on the knowledge gained in West African Dance I and II, this course is intended for the very advanced student who has a lot of experience in West African dance. Students will learn rhythmically and physically complex traditional dances from selected ethnic groups in Ghana and will continue to home in on the general movement vocabulary and discourse of West African dance in general. Students will also learn original contemporary West African dance phrases choreographed by the instructor and be guided through a creative process through improvisation to create their own phrases."
"Orr,Allison Diane",.M.W... 02:40PM-04:10PM;,CDS;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,ENVS376,Spring2016,HA ENVS,Graded,None,None,The Artist in the City--Civic Engagement and Community Based Art-Making in the Urban Landscape,TRUE,"Through both theoretical analysis and practical application, students will explore how, in a collaborative community setting, art making can be used to address environmental issues and spark community dialogue. Lectures, readings, and research will provide an overview of the work of contemporary artists who engage directly in the life of the city, incorporate public employees and public land, and explore new means of civic participation. Students will study various models of community engagement and apply theoretical work to their field-based research. For final projects, students will direct short creative-based projects in collaboration with Middletown community members to be presented as part of the Riverfront Encounter."
"Lourie,Susan F.",.....F. 08:20AM-09:20AM;,CDS;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC398,Spring2016,HA DANC,Credit/Unsatisfactory,None,None,Senior Colloquium in Dance Research,FALSE,"This course focuses on workshopping senior capstone research projects/theses, critically analyzing and situating their work within the larger fields of dance and dance research. In addition to sharing senior capstone research in progress, this course incorporates opportunities to interact and study with successful dance artists/scholars, including but not limited to, CFA visiting artists and current faculty, and to thereby encounter the most current shifts happening in the field of dance and dance research. Issues concerning dance/research that will be addressed include the following: relevance, validity, rigor, diversity and globalization, interdisciplinarity, citizenship and social justice as they pertain to dance and dance research, and to the senior capstone projects/theses specifically. This is an opportunity for our students to delve deeper into their own research while expanding their focus to better understand and frame their work in a larger context."
"Stanton,Nicole Lynn",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC435,Spring2016,HA DANC,Credit/Unsatisfactory,None,(DANC),Advanced Dance Practice A,FALSE,Participation as a dancer in faculty- or student-choreographed dance concerts. Course entails 30 hours of rehearsal and performance time.
"Stanton,Nicole Lynn",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,DANC445,Spring2016,HA DANC,Credit/Unsatisfactory,None,(DANC),Advanced Dance Practice B,FALSE,Identical with DANC435.  Entails 60 hours of rehearsal and performance time.
"Martin,Douglas Arthur",...W... 01:10PM-04:00PM;,CAAS LOUNG;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,01,ENGL105,Fall2015,HA ENGL,Graded,None,None,Body and Text,FALSE,"In this class, students will study authors who are considering their own identities and those of their writings, working through and working out affinities. Readings will generate larger discussions about language, art, genre, (body) politics, and aesthetics. Students will also write texts of various types--stories, notebooks, essays, fictions, and/or poetry."
"Hadler,Alice Berliner",..T.R.. 10:30AM-11:50AM;,DWNY100;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,ENGL130,Fall2015,HA ENGL,Graded,None,None,The English Essay,FALSE,"This course will focus on the writing of nonfiction and the forms of the English essay. Readings will be drawn from a range of genres, both nonfiction and fiction, including memoirs and profiles, historical and contemporary commentary, short stories and novels."
"Hadler,Alice Berliner",....R.. 01:10PM-04:00PM;,167 HIGH;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,ENGL132,Fall2015,HA ENGL,Graded,None,None,Writing Medicine and the Doctor-Writer,FALSE,"In this course we read a range of works across a variety of literary traditions, mainly by writers who were also medical practitioners (including Chekhov, Bulgakov, Lu Xun, William Carlos Williams, Che Guevara), but also nondoctors who write compellingly about medically-related subjects (Camus in THE PLAGUE, Tracy Kidder on Paul Farmer, Anne Fadiman on cultural clashes)."
"Scibona,Salvatore",...W.F. 01:10PM-02:30PM;,FISK114;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,01,ENGL134,Fall2015,HA ENGL,Graded,None,None,Three Big Novels,FALSE,"In this class we will read three long novels, from three different societies and eras, for the pleasure and enlightenment of their contents and style and also to examine the unique phenomenon of long-form attention to a vast fictional world."
"Scranton,Roy William",..T.... 01:10PM-04:00PM;,167 HIGH;,15,NA,NA,4,NA,NA,NA,NA,15,FALSE,01,ENGL160,Fall2015,HA ENGL,Graded,None,None,Lost World/New World: Literature and the Anthropocene,FALSE,"The world we live in today is lost. Within a few decades, we will be living in a radically transformed, radically new world: hotter, more chaotic, with wilder weather and higher seas. How do we make sense of this change? How have humans used literature to try to understand climate change in the past? In this course, we will track ""lost worlds"" and ""new worlds"" from ancient Sumeria to 17th-century England to the intergalactic future, thinking throughout about how these texts might inform our history while enlightening our contemporary predicament."
"Nguyen,Marguerite",.M.W... 01:10PM-02:30PM;,DWNY100;,19,0,1,0,NA,0,0,17,1,FALSE,01,ENGL201G,Fall2015,HA ENGL,Graded,None,(ENGL),Ways of Reading: Contact Zones,FALSE,"Ways of Reading courses introduce students to the characteristics thought of as literary and the methods for studying them. This is a gateway course into the English major. Only one of the ENGL201 series may be taken for credit. Ways of Reading courses develop strategies for careful and close reading, and techniques for the analysis of literary forms such as poetry and drama, and prose narratives such as novels and short stories. They familiarize students with some of the protocols of the literary-critical essay, examine the idea of literature as a social institution, and explore ways of connecting textual details and the world beyond the text. The ways of reading learned in the course are powerful tools for critically assessing discourses that expand far beyond the realm of literature. So while students will become adept literary critics, they also will learn quickly that to be a literary critic is to read critically and carefully all the time: in poems, novels, and plays, but also in political speech, in popular culture, and in the discourses that shape everyday life. In this course, our studies of 20th- and 21st-century works will focus on how various forms of ""contact""--interracial encounters, travel and migration, genre mixing, etc.--produce literary tensions that comment on broader social and political worlds. In addition to analyzing texts from a range of genres, we will situate them in their historical contexts, approach them from a variety of critical perspectives, and examine how literary expressions of ""contact"" shape perceptions of the contemporary world."
"Friedberg,Harris A.",..T.R.. 09:00AM-10:20AM;,FISK414;,19,0,1,5,NA,0,0,17,1,FALSE,01,ENGL201J,Fall2015,HA ENGL,Graded,None,(ENGL),Ways of Reading: Literary Form and Forms,FALSE,"Ways of Reading courses introduce students to the characteristics thought of as literary and the methods for studying them. This is a gateway course into the English major. Only one of the ENGL201 series may be taken for credit. Ways of Reading courses develop strategies for careful and close reading, and techniques for the analysis of literary forms such as poetry and drama, and prose narratives such as novels and short stories. They familiarize students with some of the protocols of the literary-critical essay, examine the idea of literature as a social institution, and explore ways of connecting textual details and the world beyond the text. The ways of reading learned in the course are powerful tools for critically assessing discourses that expand far beyond the realm of literature. So while students will become adept literary critics, they also will learn quickly that to be a literary critic is to read critically and carefully all the time: in poems, novels, and plays, but also in political speech, in popular culture, and in the discourses that shape everyday life. This course focuses on the techniques of interpretation, beginning with words and tropes like metaphor and metonymy and advancing to narrative theory. It introduces students to different theoretical approaches to the text, including formalist, psychoanalytic, cultural, and new historicist studies."
"Striker,Tristan Alexander",..T.R.. 10:30AM-11:50AM;,FISK413;,19,0,1,-5,NA,0,0,17,1,FALSE,01,ENGL201L,Fall2015,HA ENGL,Graded,None,(ENGL),Ways of Reading: Forms of Difference,FALSE,"Ways of Reading courses introduce students to the characteristics thought of as literary and the methods for studying them. This is a gateway course into the English major. Only one of the ENGL201 series may be taken for credit. Ways of Reading courses develop strategies for careful and close reading, and techniques for the analysis of literary forms such as poetry and drama, and prose narratives such as novels and short stories. They familiarize students with some of the protocols of the literary-critical essay, examine the idea of literature as a social institution, and explore ways of connecting textual details and the world beyond the text. The ways of reading learned in the course are powerful tools for critically assessing discourses that expand far beyond the realm of literature. So while students will become adept literary critics, they also will learn quickly that to be a literary critic is to read critically and carefully all the time: in poems, novels, and plays, but also in political speech, in popular culture, and in the discourses that shape everyday life. This course will focus on the politics of literary form--that is, how literary form and content work together to produce arguments about the social world. We will pay special attention to how 20th- and 21st-century writers use literary form to explore, illuminate, negotiate, and challenge categories of social difference, including race, gender, and sexuality. In addition to practicing techniques of close reading on a range of texts from different genres, we will also read literary criticism from a variety of theoretical and political perspectives--psychoanalytic, feminist, postcolonial, historicist, etc."
"Striker,Tristan Alexander",.M.W... 02:40PM-04:00PM;,DWNY113;,40,10,10,8,NA,0,5,10,5,FALSE,01,ENGL203,Fall2015,HA ENGL,Graded,None,(AMST)(ENGL)(ENGL-Amer Lit),American Literature from the Colonial Period to the Civil War,TRUE,"This lecture course marks a path through American literature, moving from European fantasies and narratives of the conquest of the New World to representations of slavery, industrialization, and U.S. national expansion. We will begin by considering the role of ""America"" (both the idea and the real continents) in world history; the questions we raise will return often as we look closely at the literature. Whether sermon, imperial report to the metropole, memoir, poem, or novel, the forms of our texts differentiate them as much as their content sometimes unites them; therefore, we will examine the consequences, both political and aesthetic, of literary conventions. We will pay special attention to the relationship between texts and images (illustration, painting, iconography)."
"Nisse,Ruth",.M.W... 01:10PM-02:30PM;,FISK403;,25,5,5,14,NA,3,3,5,4,FALSE,01,ENGL207,Fall2015,HA ENGL,Graded,None,(ENGL)(ENGL-Brit Lit)(MDST-MN)(MDST)(MDST-Art/Arch)(MDST-History)(MDST-Lang/Lit)(MDST-Phil/Reli),Chaucer and His World,TRUE,"In this course, we will read Chaucer's best-known works, THE CANTERBURY TALES and TROILUS AND CRISEYDE, as well as his short lyrics. We will also read selections from Chaucer's sources and consider how he adapts these texts in his own literary works. Some of the topics we will explore are the various genres of Chaucer's poetry (allegory, epic, romance, satire), medieval ideas about psychology and dreams, the ideology of chivalry, Chaucer's reinvention of the classical world, and views of gender and sexuality. All readings will be in Middle English, so we will read slowly and carefully, with attention to the language."
"Crosby,Christina",..T.R.. 02:40PM-04:00PM;,FISK116;,19,0,0,-6,NA,0,0,10,9,FALSE,01,FGSS210,Fall2015,HA FGSS,Student Option,None,(AMST)(ENGL)(ENGL-TLF Conc)(FGSS)(SISP-FGSS Conc),Ethics of Embodiment (FGSS Gateway),TRUE,"Why is the human body such a contested site of ethical concern? Why are bodies thought to be so in need of description and regulation? Sexual practices, gendered presentations, bodily sizes, physical aptitudes, colors of skin, styles of hair--all are both intimately felt and socially inscribed. Bodies exist at the intersection of the most private and the most public and are lived in relation to powerful social norms. In this course, we turn to the critical work of feminist and queer scholars committed to analyzing how bodies matter."
"Vogel,Danielle",.....F. 01:10PM-04:00PM;,ALLB304;,18,4,4,2,NA,2,2,3,3,FALSE,01,ENGL216,Fall2015,HA ENGL,Graded,None,(ENGL)(ENGL-Creative W)(ENGL-TLF Conc),Techniques of Poetry,FALSE,"This course introduces students to the fundamentals of writing poetry and to some of the major issues in contemporary poetics. Emphasis will fall on reading and discussing contemporary poetry, writing in both open and closed forms, working with structural elements beyond traditional poetic forms, and developing a methodology for critical discussion."
"Friedberg,Harris A.",..T.R.. 02:40PM-04:00PM;,DWNY113;,25,5,4,3,NA,4,4,4,4,FALSE,01,ENGL218,Fall2015,HA ENGL,Graded,None,(ENGL)(ENGL-Brit Lit),Shakespeare and the Tragedy of State,FALSE,"Power, rebellion, class, and justice in English Renaissance tragedy."
"Brown,Lois",.M.W... 11:00AM-12:20PM;,DWNY113;,19,4,5,-15,NA,3,3,4,0,FALSE,01,AFAM222,Fall2015,HA AFAM,Graded,None,(ENGL)(ENGL-Amer Lit),Slavery and the Literary Imagination,TRUE,"Enslavement in America and the New World was inextricably linked to the written word. What, then, does it mean to write the story of enslavement, loss, forced migration, liberation, and restoration? How does one tell the story of enslavement when that effort depends on articulating the unspeakable? The works and writers with which we will work this term will prompt us to consider how one revisits history and what is required to imagine, write, and rewrite the stories and histories of people, places, and nations. We will discuss the ways in which specific literary forms enable, contain, and transform unwieldy, complicated, and stunning stories of enslavement, liberation, self-determination, activism, racialization, and nationhood. Our readings will include an array of well-known, understudied, and newly recovered primary works and materials by and about individuals such as William Wells Brown, Charles Chesnutt, Frederick Douglass, Briton Hammon, Jupiter Hammon, James Mars, Pauline Hopkins, Mattie Jackson, Mary Prince, Chloe Spear, and Phillis Wheatley.  Additional primary materials will include writings published in 18th- and 19th-century newspapers such as the ""Boston Weekly Newsletter,"" ""The Connecticut Journal,""  ""The Liberator"" and ""North Star."""
"Nisse,Ruth",.M.W.F. 10:00AM-10:50AM;,WYL110;,19,4,4,2,NA,3,4,4,0,FALSE,01,ENGL224,Fall2015,HA ENGL,Graded,None,(ENGL)(ENGL-Brit Lit)(ENGL-TLF Conc)(MDST-MN)(MDST)(MDST-Art/Arch)(MDST-History)(MDST-Lang/Lit)(MDST-Phil/Reli)(THEA),Medieval Drama: Read It and Be in It,TRUE,"This course will examine early English drama in its many forms, from the civic mystery cycles of the 15th century to the morality play Mankind to Tudor plays famously indebted to the conventions of medieval theater, such as Marlowe's Doctor Faustus (1592). We will cover topics including the role of drama in defining communal identities, dramatic interpretations of gender, and the responses of drama to contemporary social and religious controversies. Most readings will be in modernized and annotated Middle English, so we will pay close attention to language."
