instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"McCann,Sean",..T.R.. 08:50AM-10:10AM;,CRT285;,19,8,7,7,NA,2,2,0,0,FALSE,01,ENGL376,Spring2017,HA ENGL,Graded,None,(ENGL)(ENGL-Amer Lit)(ENGL-TLF Conc),The New York Intellectuals,FALSE,"This course is a research seminar on the lives and work of the small group of mainly Jewish left-wing intellectuals who reshaped American culture in the two decades after World War II. We will consider how it was that a small group of poor Jewish kids, who had grown up thinking themselves marginal to American society, ended up becoming among the most revered and influential intellectuals of the postwar era. Our main focus will be on the development of their ideas about art, politics, and culture and on the way their ideas bore fruit in some of the important literary expression of the postwar decades. But we will also consider the sociological and political factors that help explain their rise to influence. Among the writers whose work we will discuss will be Woody Allen, James Baldwin, Daniel Bell, Saul Bellow, Ralph Ellison, Clement Greenberg, Elizabeth Hardwick, Irving Howe, Alfred Kazin, Irving Kristol, Dwight Macdonald, Mary McCarthy, Norman Podhoretz, and Lionel Trilling. Readings will include critical essays, novels, poems, memoirs, and short stories. Viewings of paintings, photographs, and documentary films will be recommended."
"Weiner,Stephanie Kuduk",.MTWRF. 01:30PM-03:10PM;,BOGH113;,19,6,5,14,0,2,2,4,0,FALSE,01,ENGL220,Summer2017,HA ENGL,Student Option,None,(ENGL-Brit Lit)(ENGL-TLF Conc),Armchair Adventurer: Popular and Literary Fiction at the Turn of the Twentieth Century,FALSE,"At the turn of the twentieth century, stories of travel, action, and adventure enjoyed enormous market success and cultural prominence. This course examines the interaction between the adventure stories told in popular genre fiction--science fiction, historical fiction, adventure stories, detective novels, romance, children's literature, etc.--and their 'high' literary cousins. In the first half of the course, we will read classic works of genre fiction in order to understand the appeal of these stories and storytelling modes, for both writers and readers, and to identify their generic structures, plots, and premises. In the second half of the course, we will turn to four works of literary fiction that emerged in a close conversation with these popular forms."
"Karamcheti,Indira",.MTWRF. 11:00AM-12:40PM;,CAMS 3;,12,2,2,3,NA,2,2,2,2,FALSE,01,AMST245,Summer2017,SBS AMST,Student Option,None,(AMST)(ENGL-Creative W)(ENGL-TLF Conc),Personalizing History,TRUE,"How much are we shaped by our historical times and places? How much power do we have to make our historical conditions respond to our needs and desires? These questions and others are at the foundation of our class, which includes both memoir writing and memoir reading. We will construct narratives about our times and selves in a series of writing workshops. There will be some exercises where you will be asked to research specific aspects of your times and places. For example, you might be asked to research and write about such questions as when and where were you born, what were the major cultural or political currents of that time, and how was your early childhood influenced by them? Or you may be asked to bring in a photograph of someone important in your personal history and write about that person. The memoir is a distinct genre, with topics/themes particular to it. Some of the most important are memory itself, childhood, place and displacement, language, loss/trauma/melancholia/nostalgia, self-invention or transformation, family and generational differences. The class will engage with these topics in the analysis of the readings and also in the writing of memoirs. Specific techniques will be highlighted for writing practice: the catalog, diction, dialogue, metaphor, description, point of view, and narrative structure, including temporal organization, the doubled narrative, and the narrative frame."
"Bobrick,Elizabeth A.",.MTWRF. 09:00AM-10:40AM;,BOGH113;,18,3,3,2,NA,3,3,3,3,FALSE,01,ENGL259,Summer2017,HA ENGL,Graded,None,(ENGL-TLF Conc),The Art of the Personal Essay,FALSE,"The personal essay is short-form, first-person, narrative nonfiction that encompasses many genres: memoir, reflection, humor, familial and social history, and cultural criticism. Yet even these boundaries often blur within a single essay, and the personal essay can expand to include almost any topic. Writing personal essays--what author and critic Philip Lopate calls ""the self-interrogative genre""--helps us find out what we think, often makes us change our minds, and, ideally, leads us to new insights. In class, we will discuss the assigned readings, participate in group responses to each others' writing (workshops), and write in response to prompts. We will study both traditional and unconventional techniques of nonfiction, focusing on the elements of craft: structure, voice, clarity, the use of descriptive detail, and revision."
"Greene,Anne F.",.MTWRF. 09:00AM-10:40AM;,DWNY100;,15,3,3,8,0,3,2,2,2,FALSE,01,ENGL271,Summer2017,HA ENGL,Graded,None,(ENGL)(ENGL-Creative W)(ENGL-TLF Conc),Distinguished Writers/New Voices,FALSE,"The writing exercises in this course give students an introduction to nonfiction writing in several forms, both literary and journalistic. Talks by visiting writers in other genres--fiction, poetry, or drama--offer students a broader sense of writers' techniques and an introduction to interesting contemporary work. Students will attend lectures and readings by the visiting writers, meet in classes and workshop sessions, and work on short writing assignments."
"Ostrow,Catherine R.",.M.W.F. 08:50AM-09:40AM;,RLANB2;,18,0,0,10,NA,1,1,6,10,FALSE,01,FREN101,Fall2016,HA RLAN,Graded,None,None,French in Action I,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN101 is the first semester of the four-semester introductory and intermediate French language sequence."
"Ostrow,Catherine R.",.M.W.F. 09:50AM-10:40AM;,RLANB2;,18,0,0,3,NA,1,1,6,10,FALSE,02,FREN101,Fall2016,HA RLAN,Graded,None,None,French in Action I,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN101 is the first semester of the four-semester introductory and intermediate French language sequence."
"Ostrow,Catherine R.",.M.W.F. 01:20PM-02:10PM;,RLANB2;,18,0,0,2,NA,1,1,6,10,FALSE,03,FREN101,Fall2016,HA RLAN,Graded,None,None,French in Action I,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN101 is the first semester of the four-semester introductory and intermediate French language sequence."
"Lalande,Christine",.M.W.F. 08:50AM-09:40AM;,FISK404;,18,0,0,8,NA,0,1,10,7,FALSE,01,FREN111,Fall2016,HA RLAN,Graded,None,None,Intermediate French I,FALSE,"This multimedia course combines film and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN111 is the third semester of the four-semester introductory and intermediate French language sequence."
"Paris-Bouvret,Emmanuel",.M.W.F. 09:50AM-10:40AM;,ALLB103;,18,0,0,10,NA,0,1,10,7,FALSE,02,FREN111,Fall2016,HA RLAN,Graded,None,None,Intermediate French I,FALSE,"This multimedia course combines film and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN111 is the third semester of the four-semester introductory and intermediate French language sequence."
"Lalande,Christine",.M.W.F. 09:50AM-10:40AM;,FISK404;,18,0,0,6,NA,0,0,8,10,FALSE,01,FREN112,Fall2016,HA RLAN,Graded,None,(ARHA),Intermediate French,FALSE,The fourth semester of our language program features an intensive review of basic grammar points that frequently cause problems. A variety of readings will introduce contemporary literature and serves as a springboard to conversation. Movies will be used to develop students' listening skills.
"Lalande,Christine",.M.W.F. 01:20PM-02:10PM;,FISK404;,18,0,0,5,NA,0,0,8,10,FALSE,02,FREN112,Fall2016,HA RLAN,Graded,None,(ARHA),Intermediate French,FALSE,The fourth semester of our language program features an intensive review of basic grammar points that frequently cause problems. A variety of readings will introduce contemporary literature and serves as a springboard to conversation. Movies will be used to develop students' listening skills.
"Herbelin,Caroline",.M.W.F. 08:50AM-09:40AM;,FISK413;,18,0,0,12,NA,0,4,6,8,FALSE,01,FREN215,Fall2016,HA RLAN,Graded,None,(ARHA),Composition and Conversation,FALSE,"This course prepares students for upper-level French courses and for study abroad. It offers students the opportunity to review and strengthen their speaking, writing, and reading abilities in French. Class time is devoted to discussing short reading assignments (literary and nonliterary) from the French-speaking world (France, Africa, and the Caribbean). The semester ends with students reading an entire novel in French. Daily class discussions, oral presentations, weekly discussions with French teaching assistants, laboratory practice, outside-of-class grammar review, and compositions are to be expected."
"Poisson,Catherine",.M.W.F. 09:50AM-10:40AM;,FISK312;,18,0,0,9,NA,0,4,6,8,FALSE,02,FREN215,Fall2016,HA RLAN,Graded,None,(ARHA),Composition and Conversation,FALSE,"This course prepares students for upper-level French courses and for study abroad. It offers students the opportunity to review and strengthen their speaking, writing, and reading abilities in French. Class time is devoted to discussing short reading assignments (literary and nonliterary) from the French-speaking world (France, Africa, and the Caribbean). The semester ends with students reading an entire novel in French. Daily class discussions, oral presentations, weekly discussions with French teaching assistants, laboratory practice, outside-of-class grammar review, and compositions are to be expected."
"Herbelin,Caroline",.M.W.F. 10:50AM-11:40AM;,ALLB103;,18,0,0,13,NA,0,4,6,8,FALSE,03,FREN215,Fall2016,HA RLAN,Graded,None,(ARHA),Composition and Conversation,FALSE,"This course prepares students for upper-level French courses and for study abroad. It offers students the opportunity to review and strengthen their speaking, writing, and reading abilities in French. Class time is devoted to discussing short reading assignments (literary and nonliterary) from the French-speaking world (France, Africa, and the Caribbean). The semester ends with students reading an entire novel in French. Daily class discussions, oral presentations, weekly discussions with French teaching assistants, laboratory practice, outside-of-class grammar review, and compositions are to be expected."
"Poisson,Catherine",.M.W.F. 10:50AM-11:40AM;,FISK312;,18,0,4,1,NA,0,0,11,3,FALSE,01,FREN224,Fall2016,HA RLAN,Graded,None,(FRST-MN)(FRST)(RMST),Cultural and Literary Mo(ve)ments: A Survey of 19th- and 20th-Century France,FALSE,"The purpose of this course is to familiarize students with movements such as romanticism, realism, surrealism, and the Nouveau Roman, to name a few. Some of these movements stem directly from the political context, when others seem to have grown almost organically. Though the course will primarily rely on literary texts, it will also examine the PASSERELLES between literature, music, and painting."
"Meere,Michael",.M.W.F. 09:50AM-10:40AM;,FISK413;,18,0,4,3,NA,0,0,9,5,FALSE,01,FREN281,Fall2016,HA RLAN,Graded,None,(FRST-MN)(FRST)(RMST)(THEA),French and Francophone Theater in Performance,TRUE,"This course offers students the opportunity to put their language skills in motion by discovering French and Francophone theater in general, and acting in French in particular. This transhistorical course will introduce students to acting techniques while allowing them to discover the richness of the French and Francophone dramatic repertoires. A particular emphasis will be placed on improving students' oral skills through pronunciation and diction exercises. The course will culminate in the performance of the students' work at the end of the semester. Based on the ""cours d'interpr�tation,"" and offered exclusively in French, this course gives French language students a chance to improve language skills and discover the art of acting."
"Herbelin,Caroline",.M.W... 02:50PM-04:10PM;,FISK312;,18,12,6,13,NA,0,0,0,0,FALSE,01,FREN333,Fall2016,HA RLAN,Graded,None,(FRST-MN)(FRST),Asia and the Making of France,FALSE,"Enlightenment philosophers, impressionist painters of the 19th century, French Maoists intellectuals in the 1960s were all influenced by Asia. Although these influences from Asia were at times the fruit of solid knowledge, they were also often the result of imagination. In addition to attracting French intellectuals and artists, Asia also contributed very concretely to the economic development of modern France and its geopolitical position in the world. This relationship relied on voluntary exchanges but also on violence and French exploitation of Asian territories and people. Through the study of historical documents, films, and literary texts, this course aims to understand the various ways Asia shaped France. We will consider the various representations of Asia conveyed in 19th- and 20th-century France and the historical context of their production by focusing on key moments such as the Opium Wars in China, French colonialism in Indochina, and the two world wars. Reading, writing, and discussion in French."
"Weisberg,Meg Furniss",..T.R.. 02:50PM-04:10PM;,RLANB2;,18,12,6,8,NA,0,0,0,0,FALSE,01,FREN382,Fall2016,HA RLAN,Graded,None,(FRST-MN)(FRST)(RMST),Jungle and Desert in Francophone African Literature,FALSE,"This course analyzes the constellation of images and sensations conjured up by the terms ""jungle"" and ""desert,"" which are opposite but equally extreme. We will explore European adventure tales and travelogues, contemporary non-Western novels, children's books, and films in a quest to understand the imaginative power of these landscapes. Through our readings of such a wide range of texts, we will ask questions such as, What do these landscapes signify? How do descriptions of landscape convey a sense of individual and collective identity? What psychological terrain is explored when writing about extreme landscapes? And, finally, how do we each see ourselves in relation to landscape? What is our own version of an ""extreme"" landscape?"
"Ostrow,Catherine R.",.M.W.F. 08:50AM-09:40AM;,RLANB2;,18,0,0,7,NA,1,1,6,10,FALSE,01,FREN102,Spring2017,HA RLAN,Graded,None,None,French in Action II,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN102 is the second semester of the four-semester introductory and intermediate French language sequence."
"Herbelin,Caroline",.M.W.F. 09:50AM-10:40AM;,JUDD113;,18,0,0,7,NA,1,1,6,10,FALSE,02,FREN102,Spring2017,HA RLAN,Graded,None,None,French in Action II,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN102 is the second semester of the four-semester introductory and intermediate French language sequence."
"Meere,Michael",.M.W.F. 10:50AM-11:40AM;,FISK101;,18,0,0,9,NA,1,1,6,10,FALSE,03,FREN102,Spring2017,HA RLAN,Graded,None,None,French in Action II,FALSE,"This multimedia course combines video, audio, and print to teach French language and culture as complementary facets of a single reality. It puts you in the presence of authentic, unsimplified French and trains you to use it in the dynamic context of actual communication. A complete, carefully sequenced course, it involves you actively in your own learning and emphasizes communicative proficiency--not the study of rules and regulations, but the development of skills, self-expression, and cultural insight. FREN102 is the second semester of the four-semester introductory and intermediate French language sequence."
"Paris-Bouvret,Emmanuel",.M.W.F. 09:50AM-10:40AM;,PAC107;,18,0,0,7,NA,0,0,9,9,FALSE,01,FREN112,Spring2017,HA RLAN,Graded,None,(ARHA),Intermediate French,FALSE,The fourth semester of our language program features an intensive review of basic grammar points that frequently cause problems. A variety of readings will introduce contemporary literature and serves as a springboard to conversation. Movies will be used to develop students' listening skills.
"Lalande,Christine",.M.W.F. 02:50PM-03:40PM;,FISK414;,18,0,0,5,NA,0,0,9,9,FALSE,02,FREN112,Spring2017,HA RLAN,Graded,None,(ARHA),Intermediate French,FALSE,The fourth semester of our language program features an intensive review of basic grammar points that frequently cause problems. A variety of readings will introduce contemporary literature and serves as a springboard to conversation. Movies will be used to develop students' listening skills.
"Lalande,Christine",.M.W.F. 09:50AM-10:40AM;,BOGH113;,18,0,0,0,NA,0,0,8,10,FALSE,01,FREN215,Spring2017,HA RLAN,Graded,None,(ARHA),Composition and Conversation,FALSE,"This course prepares students for upper-level French courses and for study abroad. It offers students the opportunity to review and strengthen their speaking, writing, and reading abilities in French. Class time is devoted to discussing short reading assignments (literary and nonliterary) from the French-speaking world (France, Africa, and the Caribbean). The semester ends with students reading an entire novel in French. Daily class discussions, oral presentations, weekly discussions with French teaching assistants, laboratory practice, outside-of-class grammar review, and compositions are to be expected."
"Curran,Andrew",.M.W.F. 08:50AM-09:40AM;,BOGH113;,18,0,0,9,NA,0,0,8,10,FALSE,02,FREN215,Spring2017,HA RLAN,Graded,None,(ARHA),Composition and Conversation,FALSE,"This course prepares students for upper-level French courses and for study abroad. It offers students the opportunity to review and strengthen their speaking, writing, and reading abilities in French. Class time is devoted to discussing short reading assignments (literary and nonliterary) from the French-speaking world (France, Africa, and the Caribbean). The semester ends with students reading an entire novel in French. Daily class discussions, oral presentations, weekly discussions with French teaching assistants, laboratory practice, outside-of-class grammar review, and compositions are to be expected."
"Ostrow,Catherine R.",.M.W.F. 10:50AM-11:40AM;,RLANB2;,18,0,4,8,NA,0,0,9,5,FALSE,01,FREN223,Spring2017,HA RLAN,Graded,None,(FRST-MN)(FRST)(RMST),French Way(s),FALSE,"What are French ways? Do the French still wear berets? How do they really speak? What is important to them? How do they view themselves? What do they think about issues facing their country? What do they think of Americans? Students will explore these questions by examining the French press, comic strips, and television and radio broadcasts, as well as other selected readings. This course is designed for highly motivated students with a firm foundation in French who wish to refine their skills in listening, speaking, reading, and writing while gaining more insight into French life and culture."
"Herbelin,Caroline",.M.W... 01:20PM-02:40PM;,FISK121;,18,12,6,5,NA,0,0,0,0,FALSE,01,FREN325,Spring2017,HA RLAN,Graded,None,(FRST-MN)(FRST)(RMST),"Museums, Objects, and Empire: Exhibiting the Self, Exhibiting the Other",FALSE,"This course will analyze the relationship between colonization and material culture. Using literary and historical documents, we will ask how objects helped to construct identities by studying the way objects were collected, used, and displayed during the colonial period. The course will also analyze how spectacles, exhibits, and museums have shaped a discourse about the other. The course will lead to an exhibition based on student work. Reading, writing, and class discussion in French."
"Bach,Ulrich",.M.W... 07:10PM-08:30PM;,FISK210;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,01,CGST130,Fall2016,HA CGST,Credit/Unsatisfactory,None,(FRST-MN),Between Marx and Coca-Cola: European Cinema of the 1960s and 1970s,TRUE,"In the 1960s and early 1970s, a growing sense of alienation and social unrest spread across Europe, making their marks in both society and cinema. Borrowing the words of New Wave director Jean-Luc Godard, these years led to the emergence of ""the children of Marx and Coca-Cola."" This course, taught in English, will introduce students to a multi-faceted portrait of Europe in the 1960s and 70s through avant-garde and popular cinema from France, Italy, Spain, Germany, and Eastern Europe. We will focus on films that depict global capitalism, gender relations, and government control. Some of the themes we will discuss include the critique of consumerism and materialism, the changing role of women in society, life under socialism and dictatorship, and youth counterculture. Last but not least, students will learn how New Wave directors challenged traditional approaches to narrative cinema."
"Greene,Nathanael",.M.W.F. 09:50AM-10:40AM;,PAC004;,40,8,7,23,NA,7,6,6,6,FALSE,01,HIST220,Spring2017,SBS HIST,Graded,None,(CEAS-History)(FRST-MN)(FRST)(HIST-MN)(SISP-Hist Conc),France Since 1870,TRUE,"This course studies France under three republics and a dictatorship, beginning with defeat in war and revolutionary upheaval in 1870-1871 and concluding with apparent political and social stability and European partnership in the first years of the 21st century. It will survey the history of 145 years, emphasizing political forms, ideologies and movements, social change, the economy, and cultural developments. Particular consideration will be given to revolutionary ideas and activities, working-class organizations, conservative thought and action, the city of Paris, rural life, the experiences of three wars against Germany, imperialism and decolonization, and styles of leadership. Times of emergency and crisis will also command attention, specifically the Paris Commune of 1871; the Dreyfus Affair of the 1890s; the Great War of 1914-1918; the Popular Front of the 1930s; the military defeat of 1940; the drama of collaboration or resistance, 1940-1944; and the early years of the Fifth Republic, 1958-1969."
"Weisberg,Meg Furniss",..T.R.. 01:20PM-02:40PM;,RLANB2;,15,0,0,-1,NA,3,4,4,4,FALSE,01,FIST229,Spring2017,HA RLAN,Credit/Unsatisfactory,None,(FRST-MN)(FRST)(HISP)(ITST),Political Turmoil,TRUE,"""What just happened? What's going to happen? What do we do now?"" Political turmoil, while disconcerting to say the least, is nothing new. This course will look at case studies from different times and regions (the creation of the US; Fascist Spain; the 1960's in the US, France, and elsewhere; Brazil's military dictatorship; Italy in the 90s; the Arab Spring; contemporary Mali and D. R. Congo, among others) to see how others have responded to periods of political oppression and upheaval. After an initial period of discussion based on readings, we will hold conversations with members of our campus community who have experienced various forms of authoritarianism. The goal of the course is ultimately project-based: as we gain perspective on the issue of political turmoil, we will turn what we learn into well-informed, measured, concrete action. In particular, we will workshop several writing exercises related to the topic and destined to make an impact (letter to the editor, letter to an elected official, public service announcement for the radio, etc). All students (including those whose first language is not English) are welcome in the course and will receive individualized attention to their writing."
"Winston,Krishna R.",.M.W... 02:50PM-04:10PM;,FISK412;,15,NA,NA,2,NA,NA,NA,NA,15,FALSE,01,GRST230,Fall2016,HA GRST,Student Option,None,(ENVS)(GRST-MN)(GRST),The Simple Life,TRUE,"As the human population grows toward nine billion and our planet's carrying capacity comes under increasing pressure, many observers believe the human project itself is at risk. What human beings have accomplished is probably unique in the history of the universe; once lost to war, famine, and ecological collapse, the understandings and physical creations of our cultures will be irrecoverable. We must ask ourselves, with considerable urgency, the following questions: How do our values, our economic systems, and our behaviors--as individuals, groups, societies, and cultures--affect the conditions under which we, our descendants, and the plants and animals with which we share the earth might live in the future? To what extent and at what cost can technology enable us to adapt to changes already under way? Should we take an ""apr�s moi, le déluge"" attitude or try to prolong the life of our species, and if so, in what form? Does the so-called simple life, as conceptualized in different times and places, offer any useful models? Does living ""green"" make sense? What about environmental (in)justice? This course will draw on texts from a variety of periods and disciplines, written in a range of styles and from many perspectives, to examine how these questions and others can be approached. Creative thinking will be strongly encouraged. We will pay particular attention to contemporary sustainability initiatives."
"Bork-Goldfield,Iris",.M.W.F. 08:50AM-09:40AM;,FISK305;,19,0,0,6,NA,2,3,4,10,FALSE,01,GRST101,Fall2016,HA GRST,Graded,None,None,Elementary German,FALSE,"This course is an introduction to German and leads to communicative competence in German by building on the four primary skills--speaking, listening, reading, and writing--while developing participants' awareness of life and culture of German-speaking countries. Learning German and its structure will also enhance students' awareness of commonalities between the English and the German languages. The GRST101-102-211 course sequence will help students appreciate that contemporary Germany is economically and politically the leading country in the European Union and has a dynamic, multicultural society. The German language opens vistas into a world of ideas that is as complex as it is elemental. It provides access to many fields, from philosophy to the natural sciences and many disciplines between: history, musicology, art history, and environmental studies. These three courses prepare students to study abroad in Germany, on one of the two Wesleyan-approved programs in Berlin and Hamburg or continue with GRST214 here at Wesleyan."
"Bork-Goldfield,Iris",.M.W.F. 09:50AM-10:40AM;,FISK305;,19,0,0,1,NA,2,3,4,10,FALSE,02,GRST101,Fall2016,HA GRST,Graded,None,None,Elementary German,FALSE,"This course is an introduction to German and leads to communicative competence in German by building on the four primary skills--speaking, listening, reading, and writing--while developing participants' awareness of life and culture of German-speaking countries. Learning German and its structure will also enhance students' awareness of commonalities between the English and the German languages. The GRST101-102-211 course sequence will help students appreciate that contemporary Germany is economically and politically the leading country in the European Union and has a dynamic, multicultural society. The German language opens vistas into a world of ideas that is as complex as it is elemental. It provides access to many fields, from philosophy to the natural sciences and many disciplines between: history, musicology, art history, and environmental studies. These three courses prepare students to study abroad in Germany, on one of the two Wesleyan-approved programs in Berlin and Hamburg or continue with GRST214 here at Wesleyan."
"Bork-Goldfield,Iris",.M.W.F. 02:50PM-03:40PM;,FISK305;,19,0,0,7,NA,3,5,8,3,FALSE,01,GRST211,Fall2016,HA GRST,Graded,GRST102,None,Intermediate German,FALSE,"This course typically follows GRST101 and 102 and increases students' proficiency in the German language while they learn about different cities and regions in the German-speaking world. Working interactively, students engage in cultural activities with authentic readings and contextualized grammar in a unifying context. Through exposure to a variety of texts and text types, students develop oral and written proficiency in description and narration, as well as discourse strategies for culturally authentic interaction with native speakers. Classes focus on an active use of the language. Film, music, and other audio clips are regularly integrated into the course to increase students' listening comprehension. Through regular essay assignments, students expand their vocabulary and apply increasingly diverse writing techniques. Among our goals are improved communication and reading skills, an expanded vocabulary, more accurate and diverse written expression, and greater insight into historical and cultural features of the German-speaking world. After the successful completion of this course, students can study abroad at one of Wesleyan's approved German programs in Berlin and Hamburg or continue with GRST214 here at Wesleyan."
"Baeumel,Martin",...W.F. 02:50PM-04:10PM;,FISK403;,16,2,4,7,NA,1,3,3,3,FALSE,01,GRST217,Fall2016,HA GRST,Graded,GRST212,(GRST-MN)(GRST),German Culture Today,FALSE,"Readings, class discussion, and written work will be based on current and recent events and developments in Germany. Topics will include Germany's place in the new Europe and the world, Germany as a multicultural society, and German contemporary culture. The course will provide extensive practice in speaking, reading, listening, and writing in German and using literary and nonliterary texts, as well as audio and visual materials. Structured conversation, debates, and analysis of different types of texts, along with writing assignments in a variety of genres, will strengthen proficiency in German and prepare students for 300-level courses."
"Baeumel,Martin",.M.W... 08:20AM-09:40AM;,FISK403;,16,4,4,9,NA,2,2,2,2,FALSE,01,GRST379,Fall2016,HA GRST,Student Option,None,(GRST-MN)(GRST),German Fairy Tales: Brüder Grimm and Beyond,FALSE,"In this advanced-level German course, we will read selected fairy tales from the Grimm collection and other texts, investigate the historical context in which the Grimms undertook their ambitious project, learn about ways in which scholarship has framed fairy tales, and discuss adaptations of the fairy-tale tradition in films and texts of the 20th century in Germany and the US. Most readings and all discussions are in German."
"Baeumel,Martin",.M.W.F. 08:50AM-09:40AM;,FISK312;,19,0,0,13,NA,2,3,4,10,FALSE,01,GRST102,Spring2017,HA GRST,Graded,GRST101,None,Elementary German,FALSE,"This is the second part of the two-part sequence in Elementary German (see GRST101). Students will continue their study of the four primary skills--speaking, listening, reading, writing--plus German grammar and culture. They will read a variety of authentic texts, listen to native speakers, handle everyday conversational situations, and write short compositions. At the end of the semester, students will write, perform, and videotape a skit based on the material learned this semester. GRST211 is the course following GRST102. Students who take GRST211 can apply to study abroad in Germany on one of Wesleyan's approved programs in Berlin and Hamburg or continue with GRST214 here at Wesleyan."
"Bork-Goldfield,Iris",.M.W.F. 09:50AM-10:40AM;,FISK121;,19,0,0,-1,NA,2,3,4,10,FALSE,02,GRST102,Spring2017,HA GRST,Graded,GRST101,None,Elementary German,FALSE,"This is the second part of the two-part sequence in Elementary German (see GRST101). Students will continue their study of the four primary skills--speaking, listening, reading, writing--plus German grammar and culture. They will read a variety of authentic texts, listen to native speakers, handle everyday conversational situations, and write short compositions. At the end of the semester, students will write, perform, and videotape a skit based on the material learned this semester. GRST211 is the course following GRST102. Students who take GRST211 can apply to study abroad in Germany on one of Wesleyan's approved programs in Berlin and Hamburg or continue with GRST214 here at Wesleyan."
"Baeumel,Martin",.M.W.F. 09:50AM-10:40AM;,FISK312;,16,0,2,9,NA,0,2,8,4,FALSE,01,GRST214,Spring2017,HA GRST,Graded,GRST211,(ARHA)(GRST-MN)(GRST),Practice in Speaking and Writing German,FALSE,"This course is designed to build and strengthen skills in oral and written German. It functions as a bridge between the basic language series (GRST101/102/211) and the more advanced literature/culture courses. This course extends the focus on language and culture through reading, interpreting, and discussing longer German texts (including poems and short stories) begun in GRST211. Moreover, students will research various aspects of the history and culture of Germany and gain practice writing about and presenting the results of their research. Grammar instruction and review as well as vocabulary building are integral parts of this course, since mastery of the structures of German will facilitate students' ability to express more complex ideas. We will supplement the textbook with additional readings, music, and films. Class meetings will be conducted in German."
"Grimmer-Solem,Erik",..T.R.. 08:50AM-10:10AM;,PAC002;,25,0,3,8,NA,0,2,10,10,FALSE,01,HIST172,Spring2017,SBS HIST,Student Option,None,(GRST-MN)(GRST)(HIST-MN)(HIST),Introduction to History: Germany from Napoleon to the Berlin Republic,TRUE,"Germany witnessed more dramatic and radical changes in forms of government within the span of just 31 years (1918-1949) than any other modern society in history, yet today it is a model democracy and an anchor of peace and prosperity in the heart of Europe. Germans are credited for extraordinary achievements in the arts, sciences, and industry, yet they also produced some of history's darkest chapters. This introductory course surveys the fascinating and turbulent history of modern Germany to analyze the sources of these contradictions. We will begin by locating the birth of modern Germany in the massive social and political upheavals of the Napoleonic era that set the stage for the rise of German nationalism and rapid industrialization. We will study the unlikely processes that resulted in German unification in 1871 and how Germany's nationalism, growing industrial power, and its deep internal divisions led to a policy of aggressive imperialism that contributed to the outbreak of the First World War. The course will analyze the profound impact of that war and defeat on German society, situating both the Weimar Republic and the rise of Hitler in that context. We will subsequently study Nazism, the Second World War, and Holocaust, as well as the ultimate destruction of Germany as sovereign state with its surrender and military occupation in 1945. The remainder of the course explores the phoenixlike rebirth of two competing German states in the Cold War and the subsequent parallel development and divergence of two German societies. We will conclude the course by analyzing the process that led to German reunification in 1990 and the lines of development of the ""Berlin Republic"" since that time. The aims of the course are to introduce students to historical primary sources, the skills of historical analysis, and the questions of historiography through a coherent introductory survey of modern German history."
